timestamp,site,generation_w,consumption_w,grid_import_w,grid_export_w,battery_soc_pct,generation_kwh,consumption_kwh,grid_import_kwh,grid_export_kwh
2026-09-01T06:40:00+12:00,Muriwai 5kW + Batteries,165,359,194,0,,0.01377,0.02995,0.01618,0.0
2026-09-01T06:45:00+12:00,Muriwai 5kW + Batteries,207,321,113,0,,0.01728,0.02671,0.00942,0.0
2026-09-01T06:50:00+12:00,Muriwai 5kW + Batteries,221,364,143,0,,0.01838,0.03031,0.01194,0.0
2026-09-01T06:55:00+12:00,Muriwai 5kW + Batteries,249,341,92,0,,0.02071,0.02839,0.00769,0.0
2026-09-01T07:00:00+12:00,Muriwai 5kW + Batteries,303,373,71,0,,0.02522,0.0311,0.00588,0.0
2026-09-01T07:05:00+12:00,Muriwai 5kW + Batteries,318,392,74,0,,0.02646,0.03265,0.00619,0.0
2026-09-01T07:10:00+12:00,Muriwai 5kW + Batteries,363,363,0,0,,0.03025,0.03022,0.0,2e-05
2026-09-01T07:15:00+12:00,Muriwai 5kW + Batteries,364,381,17,0,,0.0303,0.03173,0.00143,0.0
2026-09-01T07:20:00+12:00,Muriwai 5kW + Batteries,411,386,0,25,,0.03423,0.03215,0.0,0.00208
2026-09-01T07:25:00+12:00,Muriwai 5kW + Batteries,460,400,0,60,,0.03831,0.0333,0.0,0.00501
2026-09-01T07:30:00+12:00,Muriwai 5kW + Batteries,509,367,0,142,,0.04238,0.03058,0.0,0.0118
2026-09-01T07:35:00+12:00,Muriwai 5kW + Batteries,508,380,0,128,,0.04235,0.03169,0.0,0.01066
2026-09-01T07:40:00+12:00,Muriwai 5kW + Batteries,572,373,0,199,,0.04765,0.0311,0.0,0.01655
2026-09-01T07:45:00+12:00,Muriwai 5kW + Batteries,560,382,0,179,,0.0467,0.03181,0.0,0.01489
2026-09-01T07:50:00+12:00,Muriwai 5kW + Batteries,611,368,0,243,,0.05088,0.03065,0.0,0.02023
2026-09-01T07:55:00+12:00,Muriwai 5kW + Batteries,631,400,0,231,,0.0526,0.03332,0.0,0.01928
2026-09-01T08:00:00+12:00,Muriwai 5kW + Batteries,681,390,0,291,,0.05671,0.0325,0.0,0.02421
2026-09-01T08:05:00+12:00,Muriwai 5kW + Batteries,724,336,0,388,,0.06035,0.028,0.0,0.03235
2026-09-01T08:10:00+12:00,Muriwai 5kW + Batteries,800,373,0,426,,0.06665,0.03112,0.0,0.03553
2026-09-01T08:15:00+12:00,Muriwai 5kW + Batteries,834,370,0,464,,0.06947,0.03083,0.0,0.03865
2026-09-01T08:20:00+12:00,Muriwai 5kW + Batteries,858,317,0,542,,0.07154,0.02639,0.0,0.04515
2026-09-01T08:25:00+12:00,Muriwai 5kW + Batteries,857,310,0,548,,0.07143,0.0258,0.0,0.04563
2026-09-01T08:30:00+12:00,Muriwai 5kW + Batteries,883,291,0,592,,0.07355,0.02421,0.0,0.04935
2026-09-01T08:35:00+12:00,Muriwai 5kW + Batteries,914,334,0,581,,0.07619,0.0278,0.0,0.04839
2026-09-01T08:40:00+12:00,Muriwai 5kW + Batteries,935,311,0,624,,0.07792,0.02594,0.0,0.05197
2026-09-01T08:45:00+12:00,Muriwai 5kW + Batteries,991,280,0,711,,0.08258,0.02332,0.0,0.05926
2026-09-01T08:50:00+12:00,Muriwai 5kW + Batteries,1087,302,0,785,,0.09058,0.02519,0.0,0.06538
2026-09-01T08:55:00+12:00,Muriwai 5kW + Batteries,1071,276,0,795,,0.08928,0.02299,0.0,0.06629
2026-09-01T09:00:00+12:00,Muriwai 5kW + Batteries,1052,241,0,811,,0.08769,0.02011,0.0,0.06759
2026-09-01T09:05:00+12:00,Muriwai 5kW + Batteries,1195,248,0,947,,0.09956,0.02065,0.0,0.07892
2026-09-01T09:10:00+12:00,Muriwai 5kW + Batteries,1170,248,0,922,,0.09751,0.02067,0.0,0.07684
2026-09-01T09:15:00+12:00,Muriwai 5kW + Batteries,1133,229,0,904,,0.09444,0.01912,0.0,0.07532
2026-09-01T09:20:00+12:00,Muriwai 5kW + Batteries,1230,236,0,993,,0.10248,0.0197,0.0,0.08278
2026-09-01T09:25:00+12:00,Muriwai 5kW + Batteries,1209,234,0,975,,0.10079,0.01954,0.0,0.08124
2026-09-01T09:30:00+12:00,Muriwai 5kW + Batteries,1228,182,0,1046,,0.10232,0.01518,0.0,0.08714
2026-09-01T09:35:00+12:00,Muriwai 5kW + Batteries,1339,203,0,1136,,0.11161,0.01695,0.0,0.09465
2026-09-01T09:40:00+12:00,Muriwai 5kW + Batteries,1312,165,0,1147,,0.10933,0.01374,0.0,0.09559
2026-09-01T09:45:00+12:00,Muriwai 5kW + Batteries,1450,166,0,1284,,0.12085,0.01385,0.0,0.107
2026-09-01T09:50:00+12:00,Muriwai 5kW + Batteries,1431,182,0,1249,,0.11927,0.0152,0.0,0.10407
2026-09-01T09:55:00+12:00,Muriwai 5kW + Batteries,1431,175,0,1255,,0.11921,0.01462,0.0,0.10459
2026-09-01T10:00:00+12:00,Muriwai 5kW + Batteries,1477,191,0,1286,,0.12311,0.01594,0.0,0.10717
2026-09-01T10:05:00+12:00,Muriwai 5kW + Batteries,1448,175,0,1274,,0.12069,0.01456,0.0,0.10613
2026-09-01T10:10:00+12:00,Muriwai 5kW + Batteries,1481,153,0,1329,,0.12345,0.01272,0.0,0.11073
2026-09-01T10:15:00+12:00,Muriwai 5kW + Batteries,1589,144,0,1445,,0.13238,0.012,0.0,0.12038
2026-09-01T10:20:00+12:00,Muriwai 5kW + Batteries,1548,167,0,1381,,0.12901,0.01395,0.0,0.11506
2026-09-01T10:25:00+12:00,Muriwai 5kW + Batteries,1526,148,0,1378,,0.1272,0.01234,0.0,0.11486
2026-09-01T10:30:00+12:00,Muriwai 5kW + Batteries,1732,177,0,1555,,0.14433,0.01476,0.0,0.12958
2026-09-01T10:35:00+12:00,Muriwai 5kW + Batteries,1574,130,0,1444,,0.13116,0.01084,0.0,0.12032
2026-09-01T10:40:00+12:00,Muriwai 5kW + Batteries,1635,170,0,1465,,0.13628,0.01418,0.0,0.12211
2026-09-01T10:45:00+12:00,Muriwai 5kW + Batteries,1784,166,0,1618,,0.14867,0.01381,0.0,0.13486
2026-09-01T10:50:00+12:00,Muriwai 5kW + Batteries,1702,123,0,1579,,0.1418,0.01024,0.0,0.13156
2026-09-01T10:55:00+12:00,Muriwai 5kW + Batteries,1821,153,0,1667,,0.15172,0.01279,0.0,0.13893
2026-09-01T11:00:00+12:00,Muriwai 5kW + Batteries,1795,169,0,1626,,0.14961,0.01409,0.0,0.13552
2026-09-01T11:05:00+12:00,Muriwai 5kW + Batteries,1825,112,0,1713,,0.15209,0.00932,0.0,0.14277
2026-09-01T11:10:00+12:00,Muriwai 5kW + Batteries,1881,128,0,1752,,0.15671,0.01068,0.0,0.14603
2026-09-01T11:15:00+12:00,Muriwai 5kW + Batteries,1866,165,0,1702,,0.15553,0.01373,0.0,0.1418
2026-09-01T11:20:00+12:00,Muriwai 5kW + Batteries,1767,117,0,1651,,0.14728,0.00973,0.0,0.13755
2026-09-01T11:25:00+12:00,Muriwai 5kW + Batteries,1778,142,0,1636,,0.14814,0.01182,0.0,0.13633
2026-09-01T11:30:00+12:00,Muriwai 5kW + Batteries,1831,145,0,1686,,0.15256,0.01205,0.0,0.14051
2026-09-01T11:35:00+12:00,Muriwai 5kW + Batteries,1947,121,0,1826,,0.16227,0.0101,0.0,0.15217
2026-09-01T11:40:00+12:00,Muriwai 5kW + Batteries,1943,125,0,1819,,0.16194,0.01038,0.0,0.15156
2026-09-01T11:45:00+12:00,Muriwai 5kW + Batteries,1924,162,0,1762,,0.16031,0.01347,0.0,0.14684
2026-09-01T11:50:00+12:00,Muriwai 5kW + Batteries,2020,115,0,1905,,0.16833,0.00955,0.0,0.15878
2026-09-01T11:55:00+12:00,Muriwai 5kW + Batteries,1934,125,0,1809,,0.16115,0.01044,0.0,0.15071
2026-09-01T12:00:00+12:00,Muriwai 5kW + Batteries,1846,154,0,1692,,0.15384,0.01282,0.0,0.14101
2026-09-01T12:05:00+12:00,Muriwai 5kW + Batteries,2006,125,0,1881,,0.16716,0.01038,0.0,0.15678
2026-09-01T12:10:00+12:00,Muriwai 5kW + Batteries,2040,141,0,1899,,0.17003,0.01178,0.0,0.15825
2026-09-01T12:15:00+12:00,Muriwai 5kW + Batteries,1974,110,0,1864,,0.16453,0.00918,0.0,0.15535
2026-09-01T12:20:00+12:00,Muriwai 5kW + Batteries,1898,161,0,1737,,0.15813,0.0134,0.0,0.14473
2026-09-01T12:25:00+12:00,Muriwai 5kW + Batteries,2104,141,0,1962,,0.1753,0.01179,0.0,0.1635
2026-09-01T12:30:00+12:00,Muriwai 5kW + Batteries,2093,144,0,1949,,0.17442,0.01199,0.0,0.16243
2026-09-01T12:35:00+12:00,Muriwai 5kW + Batteries,1932,118,0,1814,,0.16101,0.00982,0.0,0.15119
2026-09-01T12:40:00+12:00,Muriwai 5kW + Batteries,1975,163,0,1812,,0.16458,0.01357,0.0,0.15101
2026-09-01T12:45:00+12:00,Muriwai 5kW + Batteries,2097,161,0,1936,,0.17472,0.01342,0.0,0.1613
2026-09-01T12:50:00+12:00,Muriwai 5kW + Batteries,2124,124,0,2000,,0.177,0.01032,0.0,0.16668
2026-09-01T12:55:00+12:00,Muriwai 5kW + Batteries,1967,118,0,1849,,0.16395,0.00985,0.0,0.15411
2026-09-01T13:00:00+12:00,Muriwai 5kW + Batteries,2097,164,0,1933,,0.17475,0.01366,0.0,0.1611
2026-09-01T13:05:00+12:00,Muriwai 5kW + Batteries,2006,149,0,1856,,0.16713,0.01244,0.0,0.15469
2026-09-01T13:10:00+12:00,Muriwai 5kW + Batteries,1943,168,0,1775,,0.16192,0.014,0.0,0.14792
2026-09-01T13:15:00+12:00,Muriwai 5kW + Batteries,2113,171,0,1942,,0.17611,0.01429,0.0,0.16182
2026-09-01T13:20:00+12:00,Muriwai 5kW + Batteries,2097,167,0,1930,,0.17474,0.01391,0.0,0.16083
2026-09-01T13:25:00+12:00,Muriwai 5kW + Batteries,1902,160,0,1743,,0.15853,0.0133,0.0,0.14522
2026-09-01T13:30:00+12:00,Muriwai 5kW + Batteries,1972,172,0,1800,,0.16431,0.01434,0.0,0.14997
2026-09-01T13:35:00+12:00,Muriwai 5kW + Batteries,2079,170,0,1910,,0.17326,0.01413,0.0,0.15913
2026-09-01T13:40:00+12:00,Muriwai 5kW + Batteries,2074,137,0,1937,,0.17283,0.01138,0.0,0.16145
2026-09-01T13:45:00+12:00,Muriwai 5kW + Batteries,2060,129,0,1931,,0.1717,0.01076,0.0,0.16094
2026-09-01T13:50:00+12:00,Muriwai 5kW + Batteries,2072,174,0,1897,,0.17263,0.01453,0.0,0.1581
2026-09-01T13:55:00+12:00,Muriwai 5kW + Batteries,1908,174,0,1734,,0.15897,0.01449,0.0,0.14448
2026-09-01T14:00:00+12:00,Muriwai 5kW + Batteries,1954,147,0,1807,,0.1628,0.01222,0.0,0.15058
2026-09-01T14:05:00+12:00,Muriwai 5kW + Batteries,2021,145,0,1876,,0.1684,0.01206,0.0,0.15635
2026-09-01T14:10:00+12:00,Muriwai 5kW + Batteries,1829,145,0,1683,,0.15238,0.01212,0.0,0.14026
2026-09-01T14:15:00+12:00,Muriwai 5kW + Batteries,1887,187,0,1699,,0.15722,0.0156,0.0,0.14162
2026-09-01T14:20:00+12:00,Muriwai 5kW + Batteries,2020,157,0,1863,,0.1683,0.01306,0.0,0.15524
2026-09-01T14:25:00+12:00,Muriwai 5kW + Batteries,1930,167,0,1763,,0.16083,0.01394,0.0,0.14688
2026-09-01T14:30:00+12:00,Muriwai 5kW + Batteries,1991,179,0,1812,,0.1659,0.01493,0.0,0.15097
2026-09-01T14:35:00+12:00,Muriwai 5kW + Batteries,1964,159,0,1805,,0.16367,0.01326,0.0,0.15041
2026-09-01T14:40:00+12:00,Muriwai 5kW + Batteries,1953,167,0,1785,,0.16273,0.01394,0.0,0.14879
2026-09-01T14:45:00+12:00,Muriwai 5kW + Batteries,1932,177,0,1755,,0.161,0.01478,0.0,0.14622
2026-09-01T14:50:00+12:00,Muriwai 5kW + Batteries,1726,192,0,1534,,0.14387,0.01604,0.0,0.12783
2026-09-01T14:55:00+12:00,Muriwai 5kW + Batteries,1841,191,0,1650,,0.15343,0.01594,0.0,0.13749
2026-09-01T15:00:00+12:00,Muriwai 5kW + Batteries,1794,209,0,1585,,0.14952,0.0174,0.0,0.13211
2026-09-01T15:05:00+12:00,Muriwai 5kW + Batteries,1726,219,0,1507,,0.14387,0.01827,0.0,0.1256
2026-09-01T15:10:00+12:00,Muriwai 5kW + Batteries,1678,234,0,1444,,0.13982,0.01949,0.0,0.12033
2026-09-01T15:15:00+12:00,Muriwai 5kW + Batteries,1604,254,0,1350,,0.13367,0.02116,0.0,0.11252
2026-09-01T15:20:00+12:00,Muriwai 5kW + Batteries,1691,250,0,1441,,0.14088,0.02082,0.0,0.12006
2026-09-01T15:25:00+12:00,Muriwai 5kW + Batteries,1707,255,0,1452,,0.14225,0.02129,0.0,0.12097
2026-09-01T15:30:00+12:00,Muriwai 5kW + Batteries,1608,230,0,1378,,0.13397,0.01913,0.0,0.11484
2026-09-01T15:35:00+12:00,Muriwai 5kW + Batteries,1641,254,0,1387,,0.13672,0.02115,0.0,0.11557
2026-09-01T15:40:00+12:00,Muriwai 5kW + Batteries,1548,293,0,1254,,0.12897,0.02445,0.0,0.10452
2026-09-01T15:45:00+12:00,Muriwai 5kW + Batteries,1598,272,0,1326,,0.13313,0.02266,0.0,0.11047
2026-09-01T15:50:00+12:00,Muriwai 5kW + Batteries,1494,289,0,1206,,0.12453,0.02406,0.0,0.10047
2026-09-01T15:55:00+12:00,Muriwai 5kW + Batteries,1484,293,0,1191,,0.12367,0.02443,0.0,0.09924
2026-09-01T16:00:00+12:00,Muriwai 5kW + Batteries,1407,312,0,1096,,0.11729,0.02597,0.0,0.09131
2026-09-01T16:05:00+12:00,Muriwai 5kW + Batteries,1521,338,0,1183,,0.12674,0.02819,0.0,0.09855
2026-09-01T16:10:00+12:00,Muriwai 5kW + Batteries,1484,347,0,1137,,0.12363,0.02889,0.0,0.09474
2026-09-01T16:15:00+12:00,Muriwai 5kW + Batteries,1352,355,0,997,,0.11268,0.02959,0.0,0.08309
2026-09-01T16:20:00+12:00,Muriwai 5kW + Batteries,1274,353,0,921,,0.10614,0.02938,0.0,0.07677
2026-09-01T16:25:00+12:00,Muriwai 5kW + Batteries,1313,382,0,931,,0.10942,0.03186,0.0,0.07756
2026-09-01T16:30:00+12:00,Muriwai 5kW + Batteries,1317,389,0,928,,0.10975,0.03238,0.0,0.07736
2026-09-01T16:35:00+12:00,Muriwai 5kW + Batteries,1253,387,0,865,,0.10438,0.03226,0.0,0.07212
2026-09-01T16:40:00+12:00,Muriwai 5kW + Batteries,1225,440,0,785,,0.10211,0.03667,0.0,0.06544
2026-09-01T16:45:00+12:00,Muriwai 5kW + Batteries,1239,411,0,828,,0.10329,0.03425,0.0,0.06904
2026-09-01T16:50:00+12:00,Muriwai 5kW + Batteries,1106,444,0,662,,0.09218,0.03701,0.0,0.05518
2026-09-01T16:55:00+12:00,Muriwai 5kW + Batteries,1149,447,0,702,,0.09577,0.03723,0.0,0.05854
2026-09-01T17:00:00+12:00,Muriwai 5kW + Batteries,1140,484,0,656,,0.09498,0.0403,0.0,0.05468
2026-09-01T17:05:00+12:00,Muriwai 5kW + Batteries,1086,466,0,620,,0.09052,0.03883,0.0,0.0517
2026-09-01T17:10:00+12:00,Muriwai 5kW + Batteries,993,467,0,526,,0.08277,0.03889,0.0,0.04387
2026-09-01T17:15:00+12:00,Muriwai 5kW + Batteries,966,505,0,461,,0.08049,0.04207,0.0,0.03842
2026-09-01T17:20:00+12:00,Muriwai 5kW + Batteries,1002,493,0,509,,0.08354,0.0411,0.0,0.04244
2026-09-01T17:25:00+12:00,Muriwai 5kW + Batteries,918,537,0,382,,0.07652,0.04472,0.0,0.0318
2026-09-01T17:30:00+12:00,Muriwai 5kW + Batteries,861,551,0,309,,0.07171,0.04592,0.0,0.02578
2026-09-01T17:35:00+12:00,Muriwai 5kW + Batteries,858,535,0,323,,0.07151,0.04458,0.0,0.02692
2026-09-01T17:40:00+12:00,Muriwai 5kW + Batteries,839,531,0,309,,0.06995,0.04422,0.0,0.02573
2026-09-01T17:45:00+12:00,Muriwai 5kW + Batteries,813,583,0,230,,0.06775,0.04862,0.0,0.01913
2026-09-01T17:50:00+12:00,Muriwai 5kW + Batteries,719,571,0,147,,0.05991,0.04762,0.0,0.01229
2026-09-01T17:55:00+12:00,Muriwai 5kW + Batteries,692,609,0,83,,0.05766,0.05078,0.0,0.00688
2026-09-01T18:00:00+12:00,Muriwai 5kW + Batteries,687,563,0,124,,0.05723,0.04693,0.0,0.0103
2026-09-01T18:05:00+12:00,Muriwai 5kW + Batteries,631,615,0,16,,0.05259,0.05122,0.0,0.00137
2026-09-01T18:10:00+12:00,Muriwai 5kW + Batteries,613,616,3,0,,0.05109,0.05136,0.00027,0.0
2026-09-01T18:15:00+12:00,Muriwai 5kW + Batteries,594,631,37,0,,0.04948,0.05255,0.00307,0.0
2026-09-01T18:20:00+12:00,Muriwai 5kW + Batteries,554,631,77,0,,0.04619,0.05258,0.00639,0.0
2026-09-01T18:25:00+12:00,Muriwai 5kW + Batteries,538,613,75,0,,0.04486,0.05108,0.00622,0.0
2026-09-01T18:30:00+12:00,Muriwai 5kW + Batteries,493,607,114,0,,0.0411,0.0506,0.00949,0.0
2026-09-01T18:35:00+12:00,Muriwai 5kW + Batteries,465,609,144,0,,0.03876,0.05076,0.012,0.0
2026-09-01T18:40:00+12:00,Muriwai 5kW + Batteries,434,619,185,0,,0.03619,0.05158,0.01539,0.0
2026-09-01T18:45:00+12:00,Muriwai 5kW + Batteries,381,588,208,0,,0.03174,0.04904,0.0173,0.0
2026-09-01T18:50:00+12:00,Muriwai 5kW + Batteries,339,607,267,0,,0.02829,0.05057,0.02229,0.0
2026-09-01T18:55:00+12:00,Muriwai 5kW + Batteries,329,596,267,0,,0.02739,0.04964,0.02225,0.0
2026-09-01T19:00:00+12:00,Muriwai 5kW + Batteries,292,576,284,0,,0.02433,0.04801,0.02368,0.0
